timestamp_ms,hash,chain_id,from,to,value,nonce,gas,gas_price,gas_tip_cap,gas_fee_cap,data_size,data_4bytes,sources,included_at_block_height,included_block_timestamp_ms,inclusion_delay_ms,tx_type
1759604831513,0x496bd7e940bab6eb7d167709fe2c682e9c996a8cce4393f7d28ff3c26a8e2ead,1,0x2068eaca4b15c15ec977018b4d35a86318115292,0x458c2a06ba8dc3def078513ad98e9da8ced39e02,392700000000000,1,22000,3000000000,0,3000000000,0,,alchemy_ws,0,0,0,0x0
1759604831513,0x2eeef0638cb11002f4cd5f92e4610d715248a1d7ab911ef10bacdd7ed31796a9,1,0xf0fb01d325bf454ff17a3b96c8dcdaf409c6f407,0xdac17f958d2ee523a2206206994597c13d831ec7,0,24,46225,107873942,29910,144009733,68,0xa9059cbb,alchemy_ws,0,0,0,0x2
1759604831513,0x06e1ba1f52e9e6326e751b7dd89ef6fc3fe5d28697dca279cb4c3f57c9ffcba4,1,0xbb2f33f73ccc2c74e3fb9bb8eb75241ac15337e0,0xda155ade4973591ccf7b6ad1ca128093f4c34938,15552445731124,67962,21000,112193312,44865,215732929,0,,alchemy_ws,0,0,0,0x2
1759604831513,0xfbda29746bd53ea31f5ddaf166f64bb85ab9edef114da8999d7a957a23fcf753,1,0x7a0a980a3006f97261e33df5f25e456d8b295a01,0x1789e0043623282d5dcc7f213d703c6d8bafbb04,0,130,71513,207844032,100000000,227486362,68,0xa9059cbb,alchemy_ws,0,0,0,0x2
1759604831513,0x5d8e7d7e134b3767ae6988b0b548ba573f33d7ae0decb51b7fee068c6ddc97d3,1,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xdac17f958d2ee523a2206206994597c13d831ec7,0,8459964,220436,307844032,200000000,102000000000,68,0xa9059cbb,alchemy_ws,0,0,0,0x2
1759604831513,0xda6fbae4f75d1680ef4750dec572d91b094056bbb0ba233ed4289630cab68b15,1,0x0cdd4a6b9991b651d961c3b5464ab2cab1ac3749,0x8137f55298e3c7c10b86268d5938b7e88b6aa75c,0,3566,200000,5112148447,5000000000,15112148447,68,0x095ea7b3,alchemy_ws,0,0,0,0x2
1759604831513,0xa479bef230e829fccd97df731c97a77ba5129838f8912259b84422e4c1825e1a,1,0xab97925eb84fe0260779f58b7cb08d77dcb1ee2b,0x9c0dc14691d3af664a47d175c5335c2d75e4afed,18000000000000000,2521827,90000,2107844032,2000000000,200000000000,0,,alchemy_ws,0,0,0,0x2
1759604831513,0x41eda422034a77dd8194d1ff4f02673c93a533ca1ce6d09c30c15eb73058f5dc,1,0x198a5269b56ffb56eeebc5eb49edfff9132c0d1c,0xa26148ae51fa8e787df319c04137602cc018b521,5443685129847000,334,21000,141184293,141184293,141184293,0,,alchemy_ws,0,0,0,0x2
1759604831513,0xabfad17f286f941c0cae1fe1a81077105323dea4def96bbfc93d4c0fe3d5756d,1,0xd97107064b8c7520aae6c6e6ca75bb2aa73b670d,0x7b43e3875440b44613dc3bc08e7763e6da63c8f8,0,1125,52917,112148448,1,144468922,68,0xa9059cbb,alchemy_ws,0,0,0,0x2
1759604831513,0xf5817f66af86784d558cee9e6a7c6eeb28a34058f656a9596277d9e28030495c,1,0x5bbcac0d583e927574e7e4cd64e299ae0e1f3968,0xdac17f958d2ee523a2206206994597c13d831ec7,0,51,90000,2107844032,2000000000,200000000000,68,0xa9059cbb,alchemy_ws,0,0,0,0x2
