
heuristico_top200,1752451226239,1000,44,25180790,827567268539252698,4819210,10.083,0.1341
heuristico_top200,1752451226239,1000,44,25180790,827567268539252698,4819210,10.083,0.0329
heuristico_trios_top200,1752451226239,1000,3,1465000,281793934403750000,28535000,9.93,0.2107
heuristico_hibrido_top200,1752451226239,1000,43,24680790,777317978936752698,5319210,10.477,0.1888
heuristico_hibrido_top200,1752451226239,1000,43,24680790,777317978936752698,5319210,10.477,0.2293
heuristico_hibrido_top200_greedy,1752451226239,1000,106,8048970,285849888994339514,21951030,14.765,0.3017
heuristico_hibrido_top200_greedy,1752451226239,1000,106,8048970,285849888994339514,21951030,14.765,0.199
heuristico_hibrido_top500_greedy,1752451226239,1000,124,15884589,133375164123282584,14115411,11.334,0.9869
heuristico_hibrido_top500_greedy,1752451226239,1000,124,15884589,133375164123282584,14115411,11.334,1.0379
heuristico_hibrido_top1000_greedy,1752451226239,1000,212,27147326,258127842173589858,2852674,8.143,4.1689
heuristico_hibrido_top1000_greedy,1752451226239,1000,212,27147326,258127842173589858,2852674,8.143,3.9547
---------------------------------------------------------------------------------------------------------
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.014
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0139
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0143
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0149
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0175
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0163
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0154
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.015
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0147
hibrido_top1000,1752451226239,1000,13,727457,6919561546573116,29272543,24.536,4.0685
hibrido_top1000,1752451226239,1000,13,727457,6919561546573116,29272543,24.536,4.1076
hibrido_top1000,1752451226239,1000,13,727457,6919561546573116,29272543,24.536,3.8251
hibrido_top1000,1752451226239,1000,13,727457,6919561546573116,29272543,24.536,3.8968
hibrido_top1000,1752451226239,1000,13,727457,6919561546573116,29272543,24.536,4.2689
hibrido_top500,1752451226239,1000,23,1465207,31503415755468964,28534793,24.113,0.9749
hibrido_top500,1752451226239,1000,23,1465207,31503415755468964,28534793,24.113,0.9803
hibrido_top500,1752451226239,1000,23,1465207,31503415755468964,28534793,24.113,1.0089
hibrido_top500,1752451226239,1000,23,1465207,31503415755468964,28534793,24.113,0.9803
