hibrido_extendido_top200,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,0.9744
hibrido_extendido_top200,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,1.0341
hibrido_extendido_top200,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,0.9939
hibrido_extendido_top200,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,1.0592
hibrido_extendido_top200,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,1.0474
hibrido_extendido_top100,1752451226239,1000,17,3773267,581881476846825882,26226733,14.603,0.2962
hibrido_extendido_top100,1752451226239,1000,17,3773267,581881476846825882,26226733,14.603,0.2537
hibrido_extendido_top100,1752451226239,1000,17,3773267,581881476846825882,26226733,14.603,0.2601
hibrido_extendido_top100,1752451226239,1000,17,3773267,581881476846825882,26226733,14.603,0.2663
hibrido_extendido_top100,1752451226239,1000,17,3773267,581881476846825882,26226733,14.603,0.2716
hibrido_extendido_top300,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,1.0096
hibrido_extendido_top300,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,1.0067
hibrido_extendido_top300,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,0.9811
hibrido_extendido_top300,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,0.9747
hibrido_extendido_top300,1752451226239,1000,23,15293267,678030296496825882,14706733,13.89,0.9537
hibrido_extendido_top500,1752451226239,1000,17,3763267,599579405060425882,26236733,16.635,1.5786
hibrido_extendido_top500,1752451226239,1000,17,3763267,599579405060425882,26236733,16.635,1.5491
hibrido_extendido_top500,1752451226239,1000,17,3763267,599579405060425882,26236733,16.635,1.4564
hibrido_extendido_top500,1752451226239,1000,17,3763267,599579405060425882,26236733,16.635,1.5937
hibrido_extendido_top500,1752451226239,1000,17,3763267,599579405060425882,26236733,16.635,1.5102

greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0145
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0152
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0152
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0154
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0151
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0141
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0161
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0147
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0146
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0154
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0171
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0168
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0151
greedy_clasico,1752451226239,1000,212,29996390,780952740250827125,3610,8.09,0.0149


hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,2.3727
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,1.9311
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,1.9891
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,2.1939
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,2.2156
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,2.079
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,2.1129
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,1.9972
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,1.9403
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,2.1108
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.152,2.209
hibrido_extendido_top500_greedy,1752451226239,1000,268,29997752,1730029740987594953,1730029740987594953,2248,8.15heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2814
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2889
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2697
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2729
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2773
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2828
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.272
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2848
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.285
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2859
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2871
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2819
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.282
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2829
heuristico_top500,1752451226239,1000,54,29994571,840342885298924983,5429,8.203,0.2818
